     MC_step       U_adim      U_error       M_adim      M_error
        8038  -0.1460E+03   0.1201E-01  -0.5700E+00   0.3975E-04
        8039  -0.1180E+03   0.1201E-01  -0.4300E+00   0.3975E-04
        8040  -0.1180E+03   0.1201E-01  -0.3900E+00   0.3975E-04
        8041  -0.1180E+03   0.1201E-01  -0.3300E+00   0.3975E-04
        8042  -0.1140E+03   0.1200E-01  -0.3700E+00   0.3975E-04
        8043  -0.1340E+03   0.1200E-01  -0.4100E+00   0.3974E-04
        8044  -0.1180E+03   0.1200E-01  -0.2900E+00   0.3974E-04
        8045  -0.1140E+03   0.1200E-01  -0.2700E+00   0.3974E-04
        8046  -0.1340E+03   0.1200E-01  -0.2900E+00   0.3973E-04
        8047  -0.1260E+03   0.1200E-01  -0.2900E+00   0.3973E-04
        8048  -0.1260E+03   0.1200E-01  -0.4500E+00   0.3973E-04
        8049  -0.1060E+03   0.1200E-01  -0.4300E+00   0.3973E-04
        8050  -0.1220E+03   0.1200E-01  -0.3300E+00   0.3973E-04
        8051  -0.1260E+03   0.1200E-01  -0.2900E+00   0.3972E-04
        8052  -0.1220E+03   0.1200E-01  -0.3700E+00   0.3972E-04
        8053  -0.1140E+03   0.1200E-01  -0.3100E+00   0.3972E-04
        8054  -0.1100E+03   0.1200E-01  -0.2900E+00   0.3971E-04
        8055  -0.1020E+03   0.1200E-01  -0.1300E+00   0.3971E-04
        8056  -0.1060E+03   0.1200E-01  -0.1700E+00   0.3971E-04
        8057  -0.1020E+03   0.1200E-01  -0.9000E-01   0.3970E-04
        8058  -0.1220E+03   0.1199E-01  -0.2100E+00   0.3970E-04
        8059  -0.1180E+03   0.1199E-01  -0.1300E+00   0.3969E-04
        8060  -0.1180E+03   0.1199E-01  -0.1300E+00   0.3969E-04
        8061  -0.1100E+03   0.1199E-01  -0.1000E-01   0.3968E-04
        8062  -0.1220E+03   0.1199E-01   0.9000E-01   0.3968E-04
        8063  -0.1060E+03   0.1199E-01   0.9000E-01   0.3967E-04
        8064  -0.9400E+02   0.1199E-01   0.9000E-01   0.3967E-04
        8065  -0.9400E+02   0.1199E-01  -0.3000E-01   0.3966E-04
        8066  -0.1020E+03   0.1199E-01   0.3000E-01   0.3966E-04
        8067  -0.1100E+03   0.1199E-01   0.1100E+00   0.3965E-04
        8068  -0.1020E+03   0.1199E-01   0.1700E+00   0.3965E-04
        8069  -0.1300E+03   0.1199E-01   0.2700E+00   0.3965E-04
        8070  -0.1180E+03   0.1199E-01   0.2100E+00   0.3964E-04
        8071  -0.1060E+03   0.1199E-01   0.1100E+00   0.3964E-04
        8072  -0.1260E+03   0.1199E-01   0.9000E-01   0.3963E-04
        8073  -0.1140E+03   0.1198E-01  -0.9000E-01   0.3963E-04
        8074  -0.1260E+03   0.1198E-01  -0.7000E-01   0.3962E-04
        8075  -0.1020E+03   0.1198E-01  -0.2300E+00   0.3962E-04
        8076  -0.1180E+03   0.1198E-01  -0.1700E+00   0.3961E-04
        8077  -0.1300E+03   0.1198E-01  -0.1500E+00   0.3961E-04
        8078  -0.1060E+03   0.1198E-01  -0.1700E+00   0.3961E-04
        8079  -0.1060E+03   0.1198E-01  -0.7000E-01   0.3960E-04
        8080  -0.1020E+03   0.1198E-01   0.1000E-01   0.3960E-04
        8081  -0.1260E+03   0.1198E-01   0.5000E-01   0.3959E-04
        8082  -0.1220E+03   0.1198E-01   0.7000E-01   0.3959E-04
        8083  -0.1340E+03   0.1198E-01  -0.1000E-01   0.3958E-04
        8084  -0.1460E+03   0.1198E-01  -0.1000E-01   0.3958E-04
        8085  -0.1140E+03   0.1198E-01   0.1000E-01   0.3957E-04
        8086  -0.1100E+03   0.1198E-01  -0.7000E-01   0.3957E-04
        8087  -0.1180E+03   0.1198E-01  -0.3000E-01   0.3956E-04
        8088  -0.1140E+03   0.1198E-01   0.3000E-01   0.3956E-04
        8089  -0.1020E+03   0.1197E-01   0.5000E-01   0.3955E-04
        8090  -0.1020E+03   0.1197E-01   0.9000E-01   0.3955E-04
        8091  -0.9800E+02   0.1197E-01   0.2100E+00   0.3954E-04
        8092  -0.1020E+03   0.1197E-01   0.2100E+00   0.3954E-04
        8093  -0.9400E+02   0.1197E-01   0.2300E+00   0.3954E-04
        8094  -0.1060E+03   0.1197E-01   0.1300E+00   0.3953E-04
        8095  -0.9400E+02   0.1197E-01   0.1700E+00   0.3953E-04
        8096  -0.9800E+02   0.1197E-01   0.1700E+00   0.3952E-04
        8097  -0.9800E+02   0.1197E-01   0.1000E-01   0.3952E-04
        8098  -0.1020E+03   0.1197E-01   0.3000E-01   0.3951E-04
        8099  -0.9400E+02   0.1197E-01  -0.5000E-01   0.3951E-04
        8100  -0.9800E+02   0.1197E-01   0.1300E+00   0.3950E-04
        8101  -0.7000E+02   0.1196E-01   0.2500E+00   0.3950E-04
        8102  -0.6200E+02   0.1196E-01   0.1700E+00   0.3950E-04
        8103  -0.7400E+02   0.1196E-01   0.1700E+00   0.3949E-04
        8104  -0.9000E+02   0.1196E-01   0.2700E+00   0.3949E-04
        8105  -0.8200E+02   0.1196E-01   0.3100E+00   0.3948E-04
        8106  -0.1100E+03   0.1196E-01   0.4300E+00   0.3948E-04
        8107  -0.1060E+03   0.1196E-01   0.4900E+00   0.3948E-04
        8108  -0.9800E+02   0.1196E-01   0.5700E+00   0.3948E-04
        8109  -0.1220E+03   0.1196E-01   0.6700E+00   0.3949E-04
        8110  -0.1220E+03   0.1196E-01   0.6700E+00   0.3949E-04
        8111  -0.1260E+03   0.1196E-01   0.6500E+00   0.3950E-04
        8112  -0.1340E+03   0.1196E-01   0.6900E+00   0.3950E-04
        8113  -0.1260E+03   0.1195E-01   0.5900E+00   0.3950E-04
        8114  -0.1220E+03   0.1195E-01   0.5700E+00   0.3950E-04
        8115  -0.1060E+03   0.1195E-01   0.5100E+00   0.3950E-04
        8116  -0.1060E+03   0.1195E-01   0.5300E+00   0.3950E-04
        8117  -0.1100E+03   0.1195E-01   0.5100E+00   0.3950E-04
        8118  -0.1220E+03   0.1195E-01   0.6300E+00   0.3951E-04
        8119  -0.1180E+03   0.1195E-01   0.6500E+00   0.3951E-04
        8120  -0.1380E+03   0.1195E-01   0.6900E+00   0.3951E-04
        8121  -0.1380E+03   0.1195E-01   0.7300E+00   0.3952E-04
        8122  -0.1260E+03   0.1195E-01   0.7100E+00   0.3952E-04
        8123  -0.1420E+03   0.1195E-01   0.7300E+00   0.3953E-04
        8124  -0.1380E+03   0.1195E-01   0.7100E+00   0.3953E-04
        8125  -0.1020E+03   0.1195E-01   0.5900E+00   0.3954E-04
        8126  -0.1100E+03   0.1195E-01   0.5100E+00   0.3954E-04
        8127  -0.1020E+03   0.1195E-01   0.3500E+00   0.3953E-04
        8128  -0.1260E+03   0.1195E-01   0.4700E+00   0.3953E-04
        8129  -0.1300E+03   0.1195E-01   0.3100E+00   0.3953E-04
        8130  -0.1140E+03   0.1195E-01   0.2700E+00   0.3953E-04
        8131  -0.9800E+02   0.1194E-01   0.2900E+00   0.3952E-04
        8132  -0.9800E+02   0.1194E-01   0.3900E+00   0.3952E-04
        8133  -0.9400E+02   0.1194E-01   0.2300E+00   0.3952E-04
        8134  -0.1060E+03   0.1194E-01   0.2900E+00   0.3951E-04
        8135  -0.8200E+02   0.1194E-01   0.1500E+00   0.3951E-04
        8136  -0.9400E+02   0.1194E-01  -0.1000E-01   0.3950E-04
        8137  -0.1020E+03   0.1194E-01  -0.1500E+00   0.3950E-04
        8138  -0.1020E+03   0.1194E-01  -0.1300E+00   0.3950E-04
        8139  -0.8600E+02   0.1194E-01   0.1000E-01   0.3949E-04
        8140  -0.1020E+03   0.1194E-01   0.5000E-01   0.3949E-04
        8141  -0.9000E+02   0.1194E-01   0.1500E+00   0.3948E-04
        8142  -0.1020E+03   0.1194E-01   0.3900E+00   0.3948E-04
        8143  -0.9800E+02   0.1193E-01   0.4500E+00   0.3948E-04
        8144  -0.1060E+03   0.1193E-01   0.4300E+00   0.3948E-04
        8145  -0.9400E+02   0.1193E-01   0.2500E+00   0.3947E-04
        8146  -0.1060E+03   0.1193E-01   0.3100E+00   0.3947E-04
        8147  -0.1140E+03   0.1193E-01   0.2300E+00   0.3947E-04
        8148  -0.1020E+03   0.1193E-01   0.1900E+00   0.3946E-04
        8149  -0.1180E+03   0.1193E-01   0.2100E+00   0.3946E-04
        8150  -0.1100E+03   0.1193E-01   0.2300E+00   0.3945E-04
        8151  -0.1180E+03   0.1193E-01   0.2700E+00   0.3945E-04
        8152  -0.1220E+03   0.1193E-01   0.3700E+00   0.3945E-04
        8153  -0.1340E+03   0.1193E-01   0.4700E+00   0.3945E-04
        8154  -0.1340E+03   0.1193E-01   0.5300E+00   0.3945E-04
        8155  -0.1300E+03   0.1193E-01   0.5300E+00   0.3945E-04
        8156  -0.1260E+03   0.1193E-01   0.5500E+00   0.3945E-04
        8157  -0.1460E+03   0.1193E-01   0.6100E+00   0.3945E-04
        8158  -0.1260E+03   0.1193E-01   0.4900E+00   0.3945E-04
        8159  -0.1300E+03   0.1193E-01   0.5900E+00   0.3945E-04
        8160  -0.1140E+03   0.1192E-01   0.4500E+00   0.3945E-04
        8161  -0.1100E+03   0.1192E-01   0.3900E+00   0.3945E-04
        8162  -0.1220E+03   0.1192E-01   0.4500E+00   0.3945E-04
        8163  -0.1300E+03   0.1192E-01   0.3700E+00   0.3945E-04
        8164  -0.9000E+02   0.1192E-01   0.3300E+00   0.3945E-04
        8165  -0.9800E+02   0.1192E-01   0.4100E+00   0.3944E-04
        8166  -0.1060E+03   0.1192E-01   0.4100E+00   0.3944E-04
        8167  -0.1100E+03   0.1192E-01   0.3700E+00   0.3944E-04
        8168  -0.1220E+03   0.1192E-01   0.4700E+00   0.3944E-04
        8169  -0.1060E+03   0.1192E-01   0.4300E+00   0.3944E-04
        8170  -0.1300E+03   0.1192E-01   0.5500E+00   0.3944E-04
        8171  -0.1100E+03   0.1192E-01   0.4900E+00   0.3944E-04
        8172  -0.1020E+03   0.1192E-01   0.4700E+00   0.3944E-04
        8173  -0.9800E+02   0.1192E-01   0.3700E+00   0.3944E-04
        8174  -0.9400E+02   0.1191E-01   0.4100E+00   0.3943E-04
        8175  -0.1020E+03   0.1191E-01   0.1500E+00   0.3943E-04
        8176  -0.1140E+03   0.1191E-01   0.1100E+00   0.3942E-04
        8177  -0.1060E+03   0.1191E-01  -0.1700E+00   0.3942E-04
        8178  -0.9800E+02   0.1191E-01  -0.1500E+00   0.3942E-04
        8179  -0.7000E+02   0.1191E-01  -0.7000E-01   0.3941E-04
        8180  -0.8600E+02   0.1191E-01  -0.1900E+00   0.3941E-04
        8181  -0.9000E+02   0.1191E-01  -0.9000E-01   0.3940E-04
        8182  -0.1020E+03   0.1191E-01   0.9000E-01   0.3940E-04
        8183  -0.8600E+02   0.1191E-01  -0.3000E-01   0.3939E-04
        8184  -0.1020E+03   0.1191E-01   0.3000E-01   0.3939E-04
        8185  -0.8600E+02   0.1190E-01  -0.1000E-01   0.3938E-04
        8186  -0.9800E+02   0.1190E-01   0.1300E+00   0.3938E-04
        8187  -0.1060E+03   0.1190E-01   0.7000E-01   0.3937E-04
        8188  -0.8200E+02   0.1190E-01   0.5000E-01   0.3937E-04
        8189  -0.1060E+03   0.1190E-01   0.1100E+00   0.3936E-04
        8190  -0.1180E+03   0.1190E-01   0.1700E+00   0.3936E-04
        8191  -0.1060E+03   0.1190E-01   0.1100E+00   0.3936E-04
        8192  -0.1100E+03   0.1190E-01   0.1700E+00   0.3935E-04
        8193  -0.1260E+03   0.1190E-01   0.2700E+00   0.3935E-04
        8194  -0.1060E+03   0.1190E-01   0.2700E+00   0.3935E-04
        8195  -0.1140E+03   0.1190E-01   0.3100E+00   0.3934E-04
        8196  -0.1140E+03   0.1190E-01   0.2900E+00   0.3934E-04
        8197  -0.1180E+03   0.1190E-01   0.3500E+00   0.3934E-04
        8198  -0.1220E+03   0.1190E-01   0.2500E+00   0.3933E-04
        8199  -0.1260E+03   0.1190E-01   0.2300E+00   0.3933E-04
        8200  -0.1140E+03   0.1189E-01   0.1900E+00   0.3932E-04
        8201  -0.1220E+03   0.1189E-01   0.7000E-01   0.3932E-04
        8202  -0.1100E+03   0.1189E-01   0.2700E+00   0.3932E-04
        8203  -0.9800E+02   0.1189E-01   0.1300E+00   0.3931E-04
        8204  -0.1220E+03   0.1189E-01   0.5000E-01   0.3931E-04
        8205  -0.1380E+03   0.1189E-01   0.1700E+00   0.3930E-04
        8206  -0.1340E+03   0.1189E-01   0.7000E-01   0.3930E-04
        8207  -0.1100E+03   0.1189E-01   0.1100E+00   0.3929E-04
        8208  -0.1140E+03   0.1189E-01   0.5000E-01   0.3929E-04
        8209  -0.1220E+03   0.1189E-01   0.7000E-01   0.3928E-04
        8210  -0.1340E+03   0.1189E-01  -0.7000E-01   0.3928E-04
        8211  -0.1340E+03   0.1189E-01  -0.7000E-01   0.3928E-04
        8212  -0.1060E+03   0.1189E-01  -0.1100E+00   0.3927E-04
        8213  -0.1140E+03   0.1189E-01  -0.9000E-01   0.3927E-04
        8214  -0.1100E+03   0.1189E-01  -0.1700E+00   0.3926E-04
        8215  -0.1220E+03   0.1189E-01  -0.9000E-01   0.3926E-04
        8216  -0.1020E+03   0.1189E-01   0.5000E-01   0.3925E-04
        8217  -0.1100E+03   0.1188E-01   0.7000E-01   0.3925E-04
        8218  -0.1060E+03   0.1188E-01   0.1300E+00   0.3924E-04
        8219  -0.1140E+03   0.1188E-01   0.2300E+00   0.3924E-04
        8220  -0.9800E+02   0.1188E-01   0.2900E+00   0.3924E-04
        8221  -0.1020E+03   0.1188E-01   0.1700E+00   0.3923E-04
        8222  -0.1060E+03   0.1188E-01   0.1700E+00   0.3923E-04
        8223  -0.1140E+03   0.1188E-01   0.2500E+00   0.3922E-04
        8224  -0.9000E+02   0.1188E-01   0.2500E+00   0.3922E-04
        8225  -0.1180E+03   0.1188E-01   0.3500E+00   0.3922E-04
        8226  -0.8600E+02   0.1188E-01   0.2700E+00   0.3921E-04
        8227  -0.9800E+02   0.1188E-01   0.2300E+00   0.3921E-04
        8228  -0.1340E+03   0.1188E-01   0.3300E+00   0.3921E-04
        8229  -0.1140E+03   0.1188E-01   0.2100E+00   0.3920E-04
        8230  -0.1180E+03   0.1188E-01   0.3300E+00   0.3920E-04
        8231  -0.1100E+03   0.1187E-01   0.3100E+00   0.3920E-04
        8232  -0.9000E+02   0.1187E-01   0.2100E+00   0.3919E-04
        8233  -0.9800E+02   0.1187E-01   0.2300E+00   0.3919E-04
        8234  -0.1100E+03   0.1187E-01   0.3300E+00   0.3919E-04
        8235  -0.1180E+03   0.1187E-01   0.4500E+00   0.3919E-04
        8236  -0.1140E+03   0.1187E-01   0.3900E+00   0.3919E-04
        8237  -0.1020E+03   0.1187E-01   0.3300E+00   0.3918E-04
        8238  -0.8200E+02   0.1187E-01   0.3500E+00   0.3918E-04
        8239  -0.9800E+02   0.1187E-01   0.4500E+00   0.3918E-04
        8240  -0.1060E+03   0.1187E-01   0.2700E+00   0.3918E-04
        8241  -0.1140E+03   0.1187E-01   0.4100E+00   0.3917E-04
        8242  -0.1220E+03   0.1187E-01   0.3900E+00   0.3917E-04
        8243  -0.1220E+03   0.1187E-01   0.2700E+00   0.3917E-04
        8244  -0.1260E+03   0.1187E-01   0.2500E+00   0.3917E-04
        8245  -0.1300E+03   0.1187E-01   0.1900E+00   0.3916E-04
        8246  -0.1260E+03   0.1186E-01   0.1300E+00   0.3916E-04
        8247  -0.1220E+03   0.1186E-01   0.7000E-01   0.3915E-04
        8248  -0.1220E+03   0.1186E-01   0.9000E-01   0.3915E-04
        8249  -0.9400E+02   0.1186E-01   0.1900E+00   0.3914E-04
        8250  -0.1100E+03   0.1186E-01   0.1300E+00   0.3914E-04
        8251  -0.1060E+03   0.1186E-01   0.1300E+00   0.3913E-04
        8252  -0.1140E+03   0.1186E-01   0.1500E+00   0.3913E-04
        8253  -0.1060E+03   0.1186E-01  -0.5000E-01   0.3913E-04
        8254  -0.8200E+02   0.1186E-01  -0.1000E-01   0.3912E-04
        8255  -0.8600E+02   0.1186E-01  -0.5000E-01   0.3912E-04
        8256  -0.1140E+03   0.1186E-01   0.1000E-01   0.3911E-04
        8257  -0.1020E+03   0.1186E-01  -0.9000E-01   0.3911E-04
        8258  -0.1060E+03   0.1186E-01  -0.1000E-01   0.3910E-04
        8259  -0.9800E+02   0.1185E-01  -0.3000E-01   0.3910E-04
        8260  -0.1100E+03   0.1185E-01  -0.1100E+00   0.3909E-04
        8261  -0.9000E+02   0.1185E-01  -0.1900E+00   0.3909E-04
        8262  -0.9000E+02   0.1185E-01  -0.2500E+00   0.3909E-04
        8263  -0.9400E+02   0.1185E-01  -0.1900E+00   0.3908E-04
        8264  -0.7800E+02   0.1185E-01  -0.1100E+00   0.3908E-04
        8265  -0.1060E+03   0.1185E-01  -0.1500E+00   0.3907E-04
        8266  -0.1140E+03   0.1185E-01  -0.1700E+00   0.3907E-04
        8267  -0.1100E+03   0.1185E-01  -0.2700E+00   0.3906E-04
        8268  -0.1100E+03   0.1185E-01  -0.1300E+00   0.3906E-04
        8269  -0.1140E+03   0.1185E-01  -0.5000E-01   0.3906E-04
        8270  -0.9800E+02   0.1185E-01  -0.7000E-01   0.3905E-04
        8271  -0.1100E+03   0.1185E-01  -0.1500E+00   0.3905E-04
        8272  -0.1140E+03   0.1184E-01  -0.2700E+00   0.3904E-04
        8273  -0.1100E+03   0.1184E-01  -0.1500E+00   0.3904E-04
        8274  -0.1140E+03   0.1184E-01  -0.2500E+00   0.3904E-04
        8275  -0.1180E+03   0.1184E-01  -0.3500E+00   0.3903E-04
        8276  -0.1260E+03   0.1184E-01  -0.3900E+00   0.3903E-04
        8277  -0.1060E+03   0.1184E-01  -0.2500E+00   0.3903E-04
        8278  -0.8200E+02   0.1184E-01  -0.2300E+00   0.3902E-04
        8279  -0.1020E+03   0.1184E-01  -0.1300E+00   0.3902E-04
        8280  -0.1180E+03   0.1184E-01  -0.2900E+00   0.3902E-04
        8281  -0.1100E+03   0.1184E-01  -0.5300E+00   0.3902E-04
        8282  -0.1140E+03   0.1184E-01  -0.4900E+00   0.3902E-04
        8283  -0.1180E+03   0.1184E-01  -0.4700E+00   0.3902E-04
        8284  -0.9800E+02   0.1184E-01  -0.3700E+00   0.3901E-04
        8285  -0.1020E+03   0.1184E-01  -0.4100E+00   0.3901E-04
        8286  -0.1100E+03   0.1183E-01  -0.5500E+00   0.3901E-04
        8287  -0.9400E+02   0.1183E-01  -0.5300E+00   0.3901E-04
        8288  -0.9400E+02   0.1183E-01  -0.4100E+00   0.3901E-04
        8289  -0.1100E+03   0.1183E-01  -0.4100E+00   0.3901E-04
        8290  -0.1380E+03   0.1183E-01  -0.6300E+00   0.3901E-04
        8291  -0.1540E+03   0.1183E-01  -0.7300E+00   0.3902E-04
        8292  -0.1380E+03   0.1183E-01  -0.6500E+00   0.3902E-04
        8293  -0.1140E+03   0.1183E-01  -0.5100E+00   0.3902E-04
        8294  -0.1340E+03   0.1183E-01  -0.6900E+00   0.3903E-04
        8295  -0.1460E+03   0.1183E-01  -0.6500E+00   0.3903E-04
        8296  -0.1340E+03   0.1183E-01  -0.5700E+00   0.3903E-04
        8297  -0.9000E+02   0.1183E-01  -0.4500E+00   0.3903E-04
        8298  -0.1180E+03   0.1183E-01  -0.5100E+00   0.3903E-04
        8299  -0.1140E+03   0.1183E-01  -0.4900E+00   0.3903E-04
        8300  -0.1220E+03   0.1183E-01  -0.4900E+00   0.3903E-04
        8301  -0.1180E+03   0.1183E-01  -0.5900E+00   0.3903E-04
        8302  -0.1260E+03   0.1183E-01  -0.5700E+00   0.3903E-04
        8303  -0.1060E+03   0.1183E-01  -0.5500E+00   0.3903E-04
        8304  -0.1180E+03   0.1183E-01  -0.5500E+00   0.3903E-04
        8305  -0.1380E+03   0.1183E-01  -0.5700E+00   0.3904E-04
        8306  -0.1300E+03   0.1182E-01  -0.5300E+00   0.3904E-04
        8307  -0.1340E+03   0.1182E-01  -0.5900E+00   0.3904E-04
        8308  -0.1260E+03   0.1182E-01  -0.4500E+00   0.3904E-04
        8309  -0.1140E+03   0.1182E-01  -0.4300E+00   0.3904E-04
        8310  -0.1180E+03   0.1182E-01  -0.4300E+00   0.3903E-04
        8311  -0.1340E+03   0.1182E-01  -0.4700E+00   0.3903E-04
        8312  -0.1140E+03   0.1182E-01  -0.2700E+00   0.3903E-04
        8313  -0.1220E+03   0.1182E-01  -0.2500E+00   0.3903E-04
        8314  -0.1020E+03   0.1182E-01  -0.2500E+00   0.3902E-04
        8315  -0.1180E+03   0.1182E-01  -0.2700E+00   0.3902E-04
        8316  -0.9800E+02   0.1182E-01  -0.2100E+00   0.3902E-04
        8317  -0.9800E+02   0.1182E-01  -0.3300E+00   0.3901E-04
        8318  -0.1100E+03   0.1182E-01  -0.3700E+00   0.3901E-04
        8319  -0.1060E+03   0.1182E-01  -0.4100E+00   0.3901E-04
        8320  -0.1020E+03   0.1182E-01  -0.3900E+00   0.3901E-04
        8321  -0.1100E+03   0.1182E-01  -0.4300E+00   0.3901E-04
        8322  -0.1300E+03   0.1181E-01  -0.4900E+00   0.3901E-04
        8323  -0.1140E+03   0.1181E-01  -0.3300E+00   0.3900E-04
        8324  -0.9800E+02   0.1181E-01  -0.2900E+00   0.3900E-04
        8325  -0.9800E+02   0.1181E-01  -0.2700E+00   0.3900E-04
        8326  -0.1180E+03   0.1181E-01  -0.4300E+00   0.3900E-04
        8327  -0.1020E+03   0.1181E-01  -0.4100E+00   0.3900E-04
        8328  -0.9800E+02   0.1181E-01  -0.4300E+00   0.3899E-04
        8329  -0.9000E+02   0.1181E-01  -0.3900E+00   0.3899E-04
        8330  -0.1100E+03   0.1181E-01  -0.5100E+00   0.3899E-04
        8331  -0.1180E+03   0.1181E-01  -0.4700E+00   0.3899E-04
        8332  -0.1300E+03   0.1181E-01  -0.5900E+00   0.3899E-04
        8333  -0.1340E+03   0.1181E-01  -0.5900E+00   0.3899E-04
        8334  -0.1420E+03   0.1181E-01  -0.5300E+00   0.3900E-04
        8335  -0.1340E+03   0.1181E-01  -0.5900E+00   0.3900E-04
        8336  -0.1100E+03   0.1181E-01  -0.5300E+00   0.3900E-04
        8337  -0.1340E+03   0.1181E-01  -0.5100E+00   0.3900E-04
        8338  -0.1340E+03   0.1181E-01  -0.5700E+00   0.3900E-04
        8339  -0.1340E+03   0.1181E-01  -0.4500E+00   0.3900E-04
        8340  -0.1420E+03   0.1181E-01  -0.4700E+00   0.3900E-04
        8341  -0.1180E+03   0.1180E-01  -0.3300E+00   0.3900E-04
        8342  -0.1340E+03   0.1180E-01  -0.3500E+00   0.3899E-04
        8343  -0.1180E+03   0.1180E-01  -0.2100E+00   0.3899E-04
        8344  -0.1220E+03   0.1180E-01  -0.3300E+00   0.3899E-04
        8345  -0.1220E+03   0.1180E-01  -0.3700E+00   0.3898E-04
        8346  -0.1300E+03   0.1180E-01  -0.3500E+00   0.3898E-04
        8347  -0.1220E+03   0.1180E-01  -0.3300E+00   0.3898E-04
        8348  -0.1340E+03   0.1180E-01  -0.3500E+00   0.3898E-04
        8349  -0.1260E+03   0.1180E-01  -0.4100E+00   0.3897E-04
        8350  -0.1420E+03   0.1180E-01  -0.5500E+00   0.3898E-04
        8351  -0.1140E+03   0.1180E-01  -0.3900E+00   0.3897E-04
        8352  -0.1060E+03   0.1180E-01  -0.9000E-01   0.3897E-04
        8353  -0.1220E+03   0.1180E-01  -0.2100E+00   0.3897E-04
        8354  -0.1100E+03   0.1180E-01  -0.1700E+00   0.3896E-04
        8355  -0.1300E+03   0.1180E-01  -0.3300E+00   0.3896E-04
        8356  -0.1140E+03   0.1180E-01  -0.3100E+00   0.3896E-04
        8357  -0.1100E+03   0.1180E-01  -0.2700E+00   0.3895E-04
        8358  -0.1340E+03   0.1180E-01  -0.1100E+00   0.3895E-04
        8359  -0.1180E+03   0.1180E-01  -0.7000E-01   0.3894E-04
        8360  -0.1060E+03   0.1179E-01  -0.3000E-01   0.3894E-04
        8361  -0.7800E+02   0.1179E-01  -0.1300E+00   0.3893E-04
        8362  -0.9000E+02   0.1179E-01  -0.9000E-01   0.3893E-04
        8363  -0.1020E+03   0.1179E-01  -0.3000E-01   0.3893E-04
        8364  -0.1220E+03   0.1179E-01  -0.9000E-01   0.3892E-04
        8365  -0.1100E+03   0.1179E-01  -0.5000E-01   0.3892E-04
        8366  -0.9800E+02   0.1179E-01  -0.3000E-01   0.3891E-04
        8367  -0.9400E+02   0.1179E-01  -0.3000E-01   0.3891E-04
        8368  -0.9800E+02   0.1179E-01   0.1000E-01   0.3890E-04
        8369  -0.1100E+03   0.1179E-01   0.1100E+00   0.3890E-04
        8370  -0.1020E+03   0.1179E-01   0.1500E+00   0.3889E-04
        8371  -0.9800E+02   0.1179E-01   0.2500E+00   0.3889E-04
        8372  -0.7000E+02   0.1178E-01   0.3000E-01   0.3889E-04
        8373  -0.5800E+02   0.1178E-01   0.3000E-01   0.3888E-04
        8374  -0.8200E+02   0.1178E-01   0.1000E-01   0.3888E-04
        8375  -0.1060E+03   0.1178E-01   0.5000E-01   0.3887E-04
        8376  -0.1100E+03   0.1178E-01  -0.7000E-01   0.3887E-04
        8377  -0.1220E+03   0.1178E-01  -0.1500E+00   0.3886E-04
        8378  -0.1100E+03   0.1178E-01  -0.1500E+00   0.3886E-04
        8379  -0.1260E+03   0.1178E-01  -0.2700E+00   0.3886E-04
        8380  -0.9800E+02   0.1178E-01  -0.1900E+00   0.3885E-04
        8381  -0.9000E+02   0.1178E-01  -0.2100E+00   0.3885E-04
        8382  -0.9400E+02   0.1178E-01  -0.2700E+00   0.3884E-04
        8383  -0.1140E+03   0.1178E-01  -0.4300E+00   0.3884E-04
        8384  -0.1060E+03   0.1178E-01  -0.4700E+00   0.3884E-04
        8385  -0.1180E+03   0.1177E-01  -0.4900E+00   0.3884E-04
        8386  -0.1100E+03   0.1177E-01  -0.5700E+00   0.3884E-04
        8387  -0.8600E+02   0.1177E-01  -0.4900E+00   0.3884E-04
        8388  -0.1180E+03   0.1177E-01  -0.5500E+00   0.3884E-04
        8389  -0.1060E+03   0.1177E-01  -0.4500E+00   0.3884E-04
        8390  -0.1260E+03   0.1177E-01  -0.5300E+00   0.3884E-04
        8391  -0.1060E+03   0.1177E-01  -0.4300E+00   0.3884E-04
        8392  -0.1300E+03   0.1177E-01  -0.4300E+00   0.3884E-04
        8393  -0.8600E+02   0.1177E-01  -0.2500E+00   0.3884E-04
        8394  -0.7800E+02   0.1177E-01  -0.2500E+00   0.3883E-04
        8395  -0.8200E+02   0.1177E-01  -0.1500E+00   0.3883E-04
        8396  -0.8200E+02   0.1177E-01  -0.3300E+00   0.3883E-04
        8397  -0.9000E+02   0.1177E-01  -0.4500E+00   0.3883E-04
        8398  -0.8200E+02   0.1176E-01  -0.2700E+00   0.3882E-04
        8399  -0.7400E+02   0.1176E-01  -0.3500E+00   0.3882E-04
        8400  -0.8600E+02   0.1176E-01  -0.3300E+00   0.3882E-04
        8401  -0.9400E+02   0.1176E-01  -0.3700E+00   0.3882E-04
        8402  -0.1180E+03   0.1176E-01  -0.4100E+00   0.3881E-04
        8403  -0.1300E+03   0.1176E-01  -0.4700E+00   0.3881E-04
        8404  -0.1060E+03   0.1176E-01  -0.3900E+00   0.3881E-04
        8405  -0.1140E+03   0.1176E-01  -0.4500E+00   0.3881E-04
        8406  -0.1020E+03   0.1176E-01  -0.4700E+00   0.3881E-04
        8407  -0.1060E+03   0.1176E-01  -0.4500E+00   0.3881E-04
        8408  -0.7800E+02   0.1176E-01  -0.3900E+00   0.3881E-04
        8409  -0.1020E+03   0.1176E-01  -0.5700E+00   0.3881E-04
